"Dim1","Dim2"
1.95318525130916,0.165204217489959
2.37863977828468,-0.14458618438529
1.95072113957643,-0.247588277667472
2.26785161905916,-0.165731347730124
0.66699580467686,0.4673294868925
1.91233800866133,-0.0834964144963016
1.93147704710005,-0.724884509428802
0.77391888824509,0.426058643939807
-0.347555765083088,-0.68379590204482
1.90967515221079,-0.103963862272718
1.96368137102168,0.216203268402972
1.27133072359211,-0.391693469303714
2.09657749008783,-0.207363459570845
2.08068921971803,-0.656437026047657
0.72696775978079,0.995559265039507
2.14415386320662,-0.194971114550111
2.36313692988199,-0.147177473359533
1.95356618095017,-0.836228725497763
1.39500014360811,-0.417043059026151
2.15685577583924,-0.191732591543738
2.17272963238579,-0.187727944081222
1.09451237914913,-0.354766607942645
0.595345148160366,0.737792431366623
0.805356570336877,-0.284782534463036
0.892413536146038,0.39398049569353
1.93062923800768,0.041730149103935
2.08391679075424,-0.21073589774471
2.07052750657754,-0.651519860931669
1.99889320198353,0.35802775952893
1.98068476237871,0.289662470387368
2.05545127153033,-0.218451104683417
1.92057613848376,-0.0226024052425896
1.83160605312906,-0.476815150113145
0.769096135330742,1.02245088365397
1.98919111497637,-0.623818984594065
1.8905025338862,-0.264518522809243
2.03962125994296,-0.222812430455687
2.32195994151721,-0.15475881187534
0.0947213793082118,0.658728722681598
0.87653912762136,0.398444936507308
0.752523604129391,-0.272158824122161
0.653628647192979,0.908530457160864
2.11559212796118,-0.202360081776142
0.690299815076228,-0.0460725087456027
0.85866016232713,0.403329048166834
1.98379334894084,-0.622348900498058
1.94857060291948,0.141488920787208
1.81062123853695,-0.37537442102671
0.760075018158762,1.02375296428149
1.98756659133153,0.316413304496021
2.38165416600484,-0.144093270538082
1.9310647183403,-0.608725209619801
2.00100075655861,0.365560087867711
1.98567343655865,-0.237828547919196
1.6781895413296,-0.420965663575978
2.37250172264396,-0.145596206603313
0.863236599734571,-0.298816670643576
0.434657794035247,0.66469507158697
2.01051159208499,0.399308065273673
0.886020684341048,0.395796752015232
0.452593138064499,0.665343771819734
1.92293728093202,-0.00650268508874573
2.01580551500587,0.417973311766527
2.00345218631817,-1.06802945576761
2.28695688496236,-0.161770525838117
0.707301177944336,0.443374903691742
1.96791727253848,0.235684228392922
0.576117071407396,0.68288483840825
1.20694652854066,-0.378472330339942
1.96978879120567,-0.242263002060861
1.36273622191936,-0.410266358819159
1.90489189012334,-0.598368123424815
1.94176511566522,-0.776873647137974
0.758258657782785,1.0240158325967
1.93441589765624,-0.739744648057381
2.07187602697586,-0.652130035367536
1.07312452936585,-0.35021329259923
1.92559967955164,-0.695162942012848
0.740752562060274,0.434737746799726
1.89476342885942,-0.581607945390633
0.639905881362091,0.528665581139081
2.01899625756378,0.429170525798838
0.68900951559369,-0.0325415944169944
1.74584633388968,-0.411508595160925
0.84747931200925,-0.294961502162122
0.384240118687505,-0.831274402925737
2.02987670094278,-0.636105007718477
0.661306779714037,-0.308076606513576
2.02059472638166,-0.228093858470784
2.01793133913691,0.425437804375974
1.93801411586739,-0.251139277407904
1.96661099785721,-0.243150358095213
0.797182729063196,1.0185408545778
0.680919649117502,0.107220841139227
1.92014458873188,-0.605901907339431
1.96536121215142,0.224008584972334
0.770884234487376,1.02219378930913
0.669233476720471,0.462208827620614
2.16320635954455,-0.190124484353715
2.08075329950309,-0.211584148105675
2.18541973214317,-0.184567075107965
2.14732919992385,-0.194158802565391
0.787726998623121,1.11896759367037
2.397592836006,-0.141261408409228
2.24561065396244,-0.170474159528568
2.07863223188032,-0.655377745846199
0.788146466305129,1.0197530075452
2.05692803212662,-0.645853140490913
0.689419866969461,-0.037051433831116
1.94544587515951,-0.795425754075196
0.430578677854445,-1.03503786009818
1.68432949593889,-0.420100209295747
1.94987151356767,-0.817686480757609
2.28377185852258,-0.16242526771376
2.00311319282689,0.373081894276945
0.465990070800198,0.665862926861824
0.742339849559923,1.01165767524396
1.94629791859326,0.129588455081644
0.680434465090037,0.450256060638037
2.13462946657274,-0.197418532527739
1.96201874504587,0.208384260201363
1.96284796112229,0.212295277922385
1.92196357116617,-0.606375046125809
2.02813707544949,-0.635526883987596
2.15368024593082,-0.192539508851336
2.21393815519147,-0.177659460186671
1.41115250104167,-0.420499980929215
1.9299613239252,0.0377097744076227
2.293326399471,-0.160468076124559
2.01058031412112,-0.629975447241472
1.11590535651999,-0.359294921935117
1.90756797299971,-0.120363625571201
2.00348744006664,-0.627867625958302
0.784828780637979,1.02021323518446
0.418607438073309,-0.982420194792191
1.91340853966549,-0.0753267699696739
1.93652967153625,-0.610125666663619
1.79612328716651,-0.395496543379264
1.959556326417,0.196636271096021
1.94108833450662,0.101751829101517
2.12828173264416,-0.199058828081601
2.30924111455102,-0.157261122588471
2.02219653966832,0.440366937092733
1.95950026606856,-0.865865695561892
1.49311677397823,-0.519100740395642
1.87234544305596,-0.289688153622115
1.94199699264044,-0.611521663872866
2.33783985332968,-0.151728911863135
1.78888046141847,-0.405545537863959
2.02112921169702,0.436635662399523
2.01474465277288,0.414241440292288
2.00205659331154,0.369322422546188
0.692829094588717,-0.0686637926893388
1.96025497832841,-0.244925358247429
0.271846138507573,0.659509559446113
1.81149884623881,-0.443266539215932
0.412128217537049,0.663919232000913
0.419305969811727,-0.483637495303798
2.39941513715812,-0.140862148428584
1.42192942204499,-0.42282603428321
0.677860121148492,0.17483050260231
0.781424180926369,1.02069117092497
0.559069833949822,0.670991446695224
0.806737005007984,0.417320223528484
1.83663372228631,-0.485180900197051
1.46929176123777,-0.589722051190695
1.89428065465227,-0.231495350394931
0.726138812259323,-0.265908603248024
2.29014178665318,-0.161118080544598
1.45524717915741,-0.632355162816199
0.754056876805224,0.43127344065296
1.90914576580616,-0.108062332731352
0.611585890169583,0.589910120548153
2.35051799324722,-0.149399957406467
1.99814340080038,-0.626325083156231
2.00839805052968,0.391830570970763
2.25513317096212,-0.168420499930912
1.24453999440636,-0.386253794180415
1.99520024392929,-0.235170328457891
1.92192919617537,-0.67659362221137
2.14097875445062,-0.195785178749459
2.2012688230853,-0.180687532711805
0.616359211008198,0.798309307397157
0.714007600408869,0.441648892888544
1.90099680743492,-0.173762454301942
1.95554084133821,0.177012385835897
2.31242194886262,-0.156629717929429
1.98470617231457,-0.987673752675418
1.99367378295987,0.339157934045718
1.93955941221875,-0.765739476572386
1.49749523756813,-0.506220908247467
0.774438205244854,1.02168427822746
2.35683896208363,-0.148273788422888
1.99456924949392,-0.625313495207738
1.9529343159744,-0.614309879441295
1.75815687925305,-0.40979900604594
1.9146903886358,-0.604475066139279
1.97230178703597,0.255044270721902
1.89682456388224,-0.262721614362159
1.93470771869675,-0.609659458987977
1.99992704873453,-0.626835802277095
0.683174616034787,0.0621562840617019
0.606598865649308,1.02275924059953
0.655453664451481,0.931953790379343
1.9226628006732,-0.680306387967573
1.56175388984181,-0.437770803089083
0.673651133167699,0.324430534720701
1.96386220052979,-0.617109730895257
2.00020007240738,-1.05627186266367
2.16638121763841,-0.189323450993144
1.93265140887819,0.053782738574296
0.67480821196504,0.256312722267476
1.90197877641172,-0.165533300846847
1.99679471404531,0.350486417131577
2.06494048563813,-0.215858941313296
2.34418322168603,-0.150552619843858
1.5121654936039,-0.463337489674796
1.97932057612687,-0.239601783878411
1.79641859637626,-0.418090067102082
0.731410047188361,-0.267152185323164
1.50774879461309,-0.476163188904753
1.9611937028,0.204470571697891
2.31878136486832,-0.155378389809619
0.765106100842057,0.428379080111368
2.13780393775404,-0.196600986308381
0.660273645030105,0.482682290857092
0.785283230100733,1.11196340076485
1.91448282969931,-0.0671708372216963
1.92000118348412,-0.0266347771745807
1.97502521722733,0.266607306696168
-0.43978529959132,-0.751645197902162
1.50115105561874,-0.49547995385794
1.9402944824037,-0.769451278267783
0.77550772129814,1.08394813755499
-0.419620120072068,-0.67189522469576
1.98391742507354,-0.983986139502563
1.93288605915334,-0.609192668404356
0.347525505201685,-0.691792994277805
2.04869911998223,-0.64272082325698
0.778315499654983,0.424896887728592
2.19493092821285,-0.182228310455534
2.0364523340361,-0.223689811631418
2.31560203235645,-0.156002082086593
2.03328243094358,-0.224568546984184
1.90447744097665,-0.144986978476821
1.97837725106594,-0.620899661582322
2.01368503404435,0.410509458595656
1.99098605282664,-0.624314268503404
2.02289889903347,-0.633817648601973
2.25195735188078,-0.169100950998563
0.828498077511709,0.4114642547001
2.23927010596975,-0.171866242137582
2.06177784822718,-0.216720756641444
2.12510854344462,-0.199881568843083
1.96022192631956,-0.616173860686609
1.44377168977623,-0.667437220410185
1.9920249403739,-0.236056172761803
2.060118474732,-0.647118316596649
0.978305742750299,-0.327903346321141
1.95208747894848,-0.828813331658103
1.48438473343711,-0.544837482445681
1.82155528569235,-0.460060756971071
0.675364809170669,0.238216630246042
2.01107351323927,-0.230744923948585
0.789763086412403,1.01953118902038
0.772665244431503,1.02193818303297
2.39029130489284,-0.142647529747679
2.03507320984481,-0.637864034106458
2.30287722330989,-0.158534503693738
2.30605953377598,-0.157896114409445
1.91556284446062,-0.0590306350037464
-0.20199377799723,-0.648230131871455
1.95240815445439,0.161260940101217
2.00703856309321,-0.628913944194438
0.756439293466277,1.02427929861322
0.612571238862488,0.787310289084421
0.629319577464551,-0.33132296625334
1.89998645857975,-0.261825163639387
1.87451284667885,-0.548034103643399
1.92797975377686,0.0256468810075242
0.794799504645076,-0.282250934583726
2.32831472998292,-0.153532688297744
2.33466592361078,-0.152325172614375
1.99994612429636,0.361795127388649
0.8522928566516,0.40504994513594
0.751550533409497,1.02132148781278
0.804832575713415,1.16799627397084
0.792885691074125,1.01910824190924
1.94250074365554,-0.780584346348309
1.89665604719771,-0.210866977428386
2.26148958776887,-0.167070046740334
1.95086443737208,0.1533629249328
2.04022953907751,-0.639658648770464
0.226377161564443,0.658369323502444
2.00170839808058,-0.627349949366611
1.82658082918072,-0.468443068426305
2.13145538544039,-0.19823781428961
1.9516346529657,0.157313835626398
2.27421792053779,-0.164402424335159
1.96343303509303,-0.244037817672225
2.3755856036519,-0.145086901119567
1.50334765676961,-0.489035674777997
2.0115687458,0.403043313311483
0.413780421502542,-0.485802669116583
1.15330646937003,-0.367221663141842
1.79139413811297,-0.409724191550696
1.97999433548384,-0.965542942758341
1.97475730442922,-0.619943287565849
2.35368065637052,-0.148833360678639
0.754617277703009,1.02454329123384
1.99264258378639,0.335376651905247
1.95657899812102,-0.615240846145353
1.93333150859252,0.0577959407393769
2.06810289517687,-0.214999412966776
1.79250226538497,-0.400520967887213
0.402010295757226,-0.908555632143546
1.66591677003384,-0.422700145120185
1.87597603640301,-0.284652167938796
1.54948798020585,-0.439604894130704
2.12193585330856,-0.20070602976975
1.82909332400473,-0.472630197495562
1.93401486910189,0.0618063999111253
1.8871683599223,-0.569021382541679
1.94017434191319,-0.611056680966221
0.762037126695545,1.04547362302462
1.80144307555222,-0.426470698686852
0.747410840229466,0.433006712410786
0.826439206393834,-0.289857941438828
1.92732812045577,0.0216266576404252
1.45177283174032,-0.642991896833372
2.05367388747899,-0.644593641187158
1.04652942512719,-0.344409382267649
1.51346689051851,-0.443020404386084
1.90235950980507,-0.594180982174494
1.97141028654564,0.251182030261406
1.86871546628112,-0.294724757167711
1.97410911743699,0.26275641959157
-0.114140470077116,0.678081726940328
1.49093084359684,-0.525536275342017
1.93221176313412,-0.728599708792312
0.730043867992728,0.998777655564817
1.08381201196596,-0.352495245501708
1.94330138582244,0.11369185550424
2.35999162447107,-0.14772167690977
2.02464800212373,-0.634383188151656
2.15050468935724,-0.193348258703647
1.48365867071257,-0.546981931915695
1.91665137513962,-0.0509072403107459
2.01742132936869,-0.228977060927159
1.9753452668787,-0.943429423271689
0.878312471045893,0.397953480448833
1.93074233018194,-0.721169254937213
0.702740388708098,-0.141480392330498
2.27103433294545,-0.165065753808599
0.798473651794056,1.0183743770983
0.791464074581349,0.421405635380674
1.77045765080172,-0.408093134350026
1.27669026595443,-0.392772615454758
0.768170847019871,1.06294809231647
